IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
44.224.24.91,443,443,true,SEA,North America,US,Seattle,328,9.10
54.187.158.10,443,443,true,SEA,North America,US,Seattle,221,9.10
13.53.81.150,2083,443,true,ARN,Europe,SE,Stockholm,240,9.10
54.148.8.105,443,443,true,SEA,North America,US,Seattle,236,9.10
44.244.226.104,443,443,true,SEA,North America,US,Seattle,242,9.09
54.187.6.83,443,443,true,PDX,North America,US,Portland,262,9.08
67.226.221.182,80,443,true,SJC,North America,US,San Jose,459,9.08
67.226.221.98,80,443,true,SJC,North America,US,San Jose,462,9.08
54.190.232.210,443,443,true,SEA,North America,US,Seattle,221,9.07
51.44.173.69,443,443,true,CDG,Europe,FR,Paris,246,9.07
54.219.247.184,80,443,true,SJC,North America,US,San Jose,244,9.07
51.20.161.26,443,443,true,ARN,Europe,SE,Stockholm,372,9.06
44.244.79.204,443,443,true,SEA,North America,US,Seattle,256,9.06
54.187.136.218,443,443,true,SEA,North America,US,Seattle,215,9.05
67.226.221.123,80,443,true,SJC,North America,US,San Jose,465,9.05
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,262,9.03
44.245.225.216,443,443,true,SEA,North America,US,Seattle,348,9.03
3.68.197.87,8080,443,true,FRA,Europe,DE,Frankfurt,318,9.03
52.42.71.111,443,443,true,PDX,North America,US,Portland,309,9.02
67.226.221.242,80,443,true,SJC,North America,US,San Jose,559,9.01
54.212.147.246,443,443,true,PDX,North America,US,Portland,276,8.99
13.39.183.186,2053,443,true,CDG,Europe,FR,Paris,278,8.98
35.89.32.234,443,443,true,PDX,North America,US,Portland,319,8.97
44.243.186.196,443,443,true,SEA,North America,US,Seattle,239,8.96
54.187.46.241,443,443,true,PDX,North America,US,Portland,248,8.95
44.243.159.243,443,443,true,PDX,North America,US,Portland,254,8.94
44.245.176.163,8443,443,true,SEA,North America,US,Seattle,287,8.93
52.43.17.182,443,443,true,PDX,North America,US,Portland,340,8.92
54.191.153.26,443,443,true,SEA,North America,US,Seattle,216,8.91
44.244.201.181,443,443,true,SEA,North America,US,Seattle,305,8.91
52.13.28.170,8880,443,true,SEA,North America,US,Seattle,251,8.91
44.244.92.118,443,443,true,PDX,North America,US,Portland,257,8.90
52.12.155.244,443,443,true,PDX,North America,US,Portland,306,8.90
52.89.231.98,443,443,true,SEA,North America,US,Seattle,297,8.89
44.243.178.23,443,443,true,SEA,North America,US,Seattle,240,8.89
54.191.158.127,443,443,true,PDX,North America,US,Portland,324,8.87
44.244.234.207,443,443,true,PDX,North America,US,Portland,306,8.87
52.34.148.137,8443,443,true,SEA,North America,US,Seattle,373,8.86
13.229.72.144,443,443,true,SIN,Asia Pacific,SG,Singapore,312,8.86
54.213.139.234,443,443,true,PDX,North America,US,Portland,257,8.85
54.176.205.20,80,443,true,SJC,North America,US,San Jose,367,8.84
54.203.183.70,443,443,true,SEA,North America,US,Seattle,301,8.84
52.88.91.131,443,443,true,PDX,North America,US,Portland,280,8.82
44.244.65.249,443,443,true,SEA,North America,US,Seattle,230,8.79
54.202.204.21,443,443,true,PDX,North America,US,Portland,261,8.79
54.153.85.10,80,443,true,SJC,North America,US,San Jose,366,8.78
54.245.176.14,443,443,true,SEA,North America,US,Seattle,255,8.78
35.88.205.105,443,443,true,SEA,North America,US,Seattle,217,8.77
54.241.79.250,80,443,true,SJC,North America,US,San Jose,286,8.76
44.243.219.229,8443,443,true,PDX,North America,US,Portland,218,8.76
54.202.54.9,443,443,true,PDX,North America,US,Portland,227,8.73
44.243.63.170,443,443,true,PDX,North America,US,Portland,240,8.72
54.187.62.175,443,443,true,SEA,North America,US,Seattle,297,8.72
52.38.6.43,443,443,true,PDX,North America,US,Portland,332,8.70
54.213.211.155,443,443,true,PDX,North America,US,Portland,244,8.70
52.88.10.231,443,443,true,SEA,North America,US,Seattle,255,8.65
67.226.221.52,80,443,true,SJC,North America,US,San Jose,542,8.64
52.25.244.187,443,443,true,PDX,North America,US,Portland,212,8.63
54.193.28.166,80,443,true,SJC,North America,US,San Jose,268,8.60
44.244.75.17,443,443,true,PDX,North America,US,Portland,287,8.59
54.190.109.116,443,443,true,PDX,North America,US,Portland,242,8.57
67.226.221.116,80,443,true,SJC,North America,US,San Jose,467,8.55
67.226.221.55,80,443,true,SJC,North America,US,San Jose,519,8.55
67.226.221.185,80,443,true,SJC,North America,US,San Jose,511,8.55
67.226.221.184,80,443,true,SJC,North America,US,San Jose,459,8.54
67.226.221.104,80,443,true,SJC,North America,US,San Jose,519,8.52
67.226.221.21,80,443,true,SJC,North America,US,San Jose,532,8.52
67.226.221.51,80,443,true,SJC,North America,US,San Jose,528,8.51
67.226.221.1,80,443,true,SJC,North America,US,San Jose,510,8.51
44.243.158.189,443,443,true,PDX,North America,US,Portland,243,8.49
54.148.182.83,443,443,true,SEA,North America,US,Seattle,230,8.49
54.183.157.77,80,443,true,SJC,North America,US,San Jose,239,8.48
52.29.123.124,443,443,true,FRA,Europe,DE,Frankfurt,272,8.48
54.193.104.34,80,443,true,SJC,North America,US,San Jose,331,8.47
67.226.221.59,80,443,true,SJC,North America,US,San Jose,508,8.47
67.226.221.115,80,443,true,SJC,North America,US,San Jose,434,8.46
44.245.200.100,8443,443,true,PDX,North America,US,Portland,278,8.46
67.226.221.243,80,443,true,SJC,North America,US,San Jose,491,8.45
67.226.221.176,80,443,true,SJC,North America,US,San Jose,466,8.45
54.151.9.4,80,443,true,SJC,North America,US,San Jose,313,8.44
67.226.221.229,80,443,true,SJC,North America,US,San Jose,500,8.44
54.202.128.41,443,443,true,SEA,North America,US,Seattle,322,8.44
54.189.62.44,443,443,true,SEA,North America,US,Seattle,301,8.44
44.245.19.106,443,443,true,PDX,North America,US,Portland,312,8.43
67.226.221.154,443,443,true,SJC,North America,US,San Jose,444,8.43
35.88.77.147,443,443,true,SEA,North America,US,Seattle,217,8.41
54.70.210.51,443,443,true,SEA,North America,US,Seattle,291,8.40
67.226.221.119,80,443,true,SJC,North America,US,San Jose,552,8.39
54.219.214.194,80,443,true,SJC,North America,US,San Jose,337,8.38
54.153.96.188,80,443,true,SJC,North America,US,San Jose,376,8.38
44.243.179.2,443,443,true,SEA,North America,US,Seattle,283,8.36
67.226.221.107,80,443,true,SJC,North America,US,San Jose,453,8.36
52.41.29.84,443,443,true,SEA,North America,US,Seattle,377,8.33
67.226.221.207,80,443,true,SJC,North America,US,San Jose,465,8.30
52.29.123.124,2053,443,true,FRA,Europe,DE,Frankfurt,330,8.27
67.226.221.246,80,443,true,SJC,North America,US,San Jose,197,8.23
54.177.196.101,80,443,true,SJC,North America,US,San Jose,275,8.22
54.177.205.89,80,443,true,SJC,North America,US,San Jose,223,8.20
44.243.73.86,443,443,true,SEA,North America,US,Seattle,236,8.20
67.226.221.139,80,443,true,SJC,North America,US,San Jose,513,8.19
54.176.113.170,80,443,true,SJC,North America,US,San Jose,290,8.18
67.226.221.40,80,443,true,SJC,North America,US,San Jose,488,8.15
67.226.221.43,80,443,true,SJC,North America,US,San Jose,516,8.13
67.226.223.189,80,443,true,LHR,Europe,GB,London,490,8.13
67.226.221.69,80,443,true,SJC,North America,US,San Jose,481,8.08
54.177.197.172,80,443,true,SJC,North America,US,San Jose,209,8.06
67.226.221.25,80,443,true,SJC,North America,US,San Jose,465,8.05
67.226.221.227,80,443,true,SJC,North America,US,San Jose,239,8.00
13.48.245.19,443,443,true,ARN,Europe,SE,Stockholm,254,7.97
67.226.221.195,80,443,true,SJC,North America,US,San Jose,626,7.97
50.18.133.190,80,443,true,SJC,North America,US,San Jose,322,7.96
44.243.76.105,443,443,true,PDX,North America,US,Portland,238,7.96
67.226.221.12,80,443,true,SJC,North America,US,San Jose,502,7.94
67.226.221.83,80,443,true,SJC,North America,US,San Jose,512,7.94
67.226.221.194,80,443,true,SJC,North America,US,San Jose,468,7.92
67.226.221.63,80,443,true,SJC,North America,US,San Jose,511,7.90
67.226.221.218,80,443,true,SJC,North America,US,San Jose,550,7.90
67.226.221.211,80,443,true,SJC,North America,US,San Jose,428,7.85
54.219.130.94,80,443,true,SJC,North America,US,San Jose,276,7.83
52.15.77.175,443,443,true,IAD,North America,US,Ashburn,331,7.83
67.226.221.45,80,443,true,SJC,North America,US,San Jose,520,7.81
51.20.50.91,8880,443,true,ARN,Europe,SE,Stockholm,240,7.79
54.148.167.46,443,443,true,SEA,North America,US,Seattle,300,7.79
54.190.156.147,8443,443,true,PDX,North America,US,Portland,288,7.72
67.226.221.68,80,443,true,SJC,North America,US,San Jose,512,7.68
52.34.244.131,443,443,true,PDX,North America,US,Portland,326,7.64
67.226.221.217,80,443,true,SJC,North America,US,San Jose,500,7.58
67.226.221.225,80,443,true,SJC,North America,US,San Jose,618,7.56
67.226.221.37,80,443,true,SJC,North America,US,San Jose,191,7.50
52.32.90.142,80,443,true,SEA,North America,US,Seattle,289,7.49
44.228.63.60,80,443,true,SEA,North America,US,Seattle,299,7.48
54.191.65.60,443,443,true,SEA,North America,US,Seattle,275,7.46
54.202.115.66,80,443,true,PDX,North America,US,Portland,257,7.43
52.41.218.4,443,443,true,PDX,North America,US,Portland,309,7.43
52.41.218.4,80,443,true,SEA,North America,US,Seattle,273,7.38
54.149.11.131,80,443,true,PDX,North America,US,Portland,229,7.36
52.59.207.121,443,443,true,AMS,Europe,NL,Amsterdam,288,7.36
44.228.63.60,443,443,true,PDX,North America,US,Portland,265,7.35
44.238.100.101,443,443,true,PDX,North America,US,Portland,232,7.29
52.10.78.7,80,443,true,PDX,North America,US,Portland,220,7.28
67.226.221.58,80,443,true,SJC,North America,US,San Jose,542,7.18
44.234.20.128,443,443,true,PDX,North America,US,Portland,282,7.18
13.48.175.183,2053,443,true,ARN,Europe,SE,Stockholm,282,7.15
52.34.244.131,80,443,true,SEA,North America,US,Seattle,236,7.13
52.10.78.7,443,443,true,PDX,North America,US,Portland,230,7.08
52.14.240.59,443,443,true,IAD,North America,US,Ashburn,400,6.94
67.226.221.164,80,443,true,SJC,North America,US,San Jose,508,6.88
44.233.220.214,443,443,true,SEA,North America,US,Seattle,225,6.84
54.203.85.46,80,443,true,PDX,North America,US,Portland,341,6.70
67.226.221.151,80,443,true,SJC,North America,US,San Jose,528,6.55
67.226.221.85,80,443,true,SJC,North America,US,San Jose,429,6.51
54.203.85.46,443,443,true,PDX,North America,US,Portland,253,6.51
67.226.221.139,443,443,true,SJC,North America,US,San Jose,509,6.49
99.79.67.153,443,443,true,YUL,North America,CA,Montréal,268,6.47
99.79.195.241,443,443,true,YUL,North America,CA,Montréal,263,6.45
67.226.221.80,443,443,true,SJC,North America,US,San Jose,501,6.45
67.226.222.53,80,443,true,CMH,North America,US,Columbus,520,6.45
44.227.78.80,443,443,true,PDX,North America,US,Portland,242,6.43
3.76.206.85,443,443,true,FRA,Europe,DE,Frankfurt,274,6.41
3.96.66.230,443,443,true,YUL,North America,CA,Montréal,271,6.35
3.96.66.109,443,443,true,YUL,North America,CA,Montréal,322,6.34
67.226.222.23,80,443,true,ORD,North America,US,Chicago,496,6.27
67.226.221.226,80,443,true,SJC,North America,US,San Jose,463,6.25
3.67.6.244,2053,443,true,FRA,Europe,DE,Frankfurt,311,6.23
67.226.222.55,80,443,true,CMH,North America,US,Columbus,525,6.22
67.226.222.67,80,443,true,CMH,North America,US,Columbus,523,6.22
52.15.67.152,8443,443,true,ORD,North America,US,Chicago,263,6.20
52.14.189.236,443,443,true,IAD,North America,US,Ashburn,238,6.17
13.38.39.191,443,443,true,CDG,Europe,FR,Paris,271,6.17
67.226.221.245,80,443,true,SJC,North America,US,San Jose,463,6.13
67.226.222.10,80,443,true,ORD,North America,US,Chicago,558,6.13
13.229.207.53,443,443,true,SIN,Asia Pacific,SG,Singapore,208,6.12
67.226.222.172,80,443,true,CMH,North America,US,Columbus,564,6.11
67.226.221.19,80,443,true,SJC,North America,US,San Jose,451,6.05
67.226.222.118,80,443,true,CMH,North America,US,Columbus,575,5.99
67.226.222.72,80,443,true,CMH,North America,US,Columbus,606,5.92
67.226.222.138,80,443,true,ORD,North America,US,Chicago,543,5.92
67.226.222.37,80,443,true,CMH,North America,US,Columbus,627,5.92
67.226.222.110,80,443,true,ORD,North America,US,Chicago,575,5.90
67.226.222.88,80,443,true,CMH,North America,US,Columbus,525,5.86
67.226.222.49,80,443,true,CMH,North America,US,Columbus,269,5.84
67.226.222.165,80,443,true,ORD,North America,US,Chicago,516,5.80
3.99.127.164,443,443,true,YUL,North America,CA,Montréal,265,5.72
13.48.25.13,443,443,true,AMS,Europe,NL,Amsterdam,349,5.59
3.97.173.206,80,443,true,YUL,North America,CA,Montréal,275,5.38
44.234.43.232,443,443,true,PDX,North America,US,Portland,256,5.31
3.8.90.246,443,443,true,LHR,Europe,GB,London,302,5.30
67.226.222.236,80,443,true,CMH,North America,US,Columbus,465,5.26
67.226.222.114,80,443,true,CMH,North America,US,Columbus,483,5.04
3.68.104.84,443,443,true,FRA,Europe,DE,Frankfurt,272,5.01
67.226.222.117,80,443,true,CMH,North America,US,Columbus,496,4.95
67.226.222.78,80,443,true,ORD,North America,US,Chicago,492,4.88
67.226.222.220,80,443,true,CMH,North America,US,Columbus,568,4.82
52.40.102.162,443,443,true,SEA,North America,US,Seattle,223,4.77
67.226.222.170,80,443,true,ORD,North America,US,Chicago,561,4.76
67.226.222.231,80,443,true,ORD,North America,US,Chicago,479,4.76
67.226.222.109,80,443,true,ORD,North America,US,Chicago,592,4.61
67.226.222.192,80,443,true,ORD,North America,US,Chicago,574,4.58
52.14.14.38,443,443,true,IAD,North America,US,Ashburn,272,4.49
99.79.59.138,443,443,true,YUL,North America,CA,Montréal,301,4.31
13.40.83.129,443,443,true,LHR,Europe,GB,London,303,4.02
44.243.140.106,443,443,true,PDX,North America,US,Portland,226,3.94
67.226.222.162,80,443,true,CMH,North America,US,Columbus,598,3.74
67.226.222.126,80,443,true,ORD,North America,US,Chicago,492,3.62
54.154.26.167,443,443,true,DUB,Europe,IE,Dublin,386,3.56
67.226.222.229,80,443,true,CMH,North America,US,Columbus,630,3.50
13.233.5.49,443,443,true,BOM,Asia Pacific,IN,Mumbai,246,3.37
51.44.41.7,443,443,true,CDG,Europe,FR,Paris,404,3.34
67.226.222.18,80,443,true,CMH,North America,US,Columbus,595,3.28
67.226.222.32,80,443,true,ORD,North America,US,Chicago,507,3.27
13.37.237.182,443,443,true,CDG,Europe,FR,Paris,337,3.26
67.226.222.133,80,443,true,CMH,North America,US,Columbus,572,3.21
67.226.222.76,80,443,true,CMH,North America,US,Columbus,519,3.20
3.99.147.170,443,443,false,YUL,North America,CA,Montréal,280,3.13
67.226.222.1,80,443,true,CMH,North America,US,Columbus,313,3.13
13.40.181.50,443,443,true,LHR,Europe,GB,London,246,3.11
67.226.222.105,80,443,true,CMH,North America,US,Columbus,544,3.11
67.226.222.66,80,443,true,ORD,North America,US,Chicago,524,3.10
67.226.222.95,80,443,true,ORD,North America,US,Chicago,641,3.08
67.226.222.142,80,443,true,ORD,North America,US,Chicago,506,2.86
13.42.11.201,443,443,true,LHR,Europe,GB,London,256,2.76
63.33.193.175,443,443,true,DUB,Europe,IE,Dublin,397,2.75
44.242.249.80,443,443,true,PDX,North America,US,Portland,491,2.60
54.254.192.0,443,443,true,SIN,Asia Pacific,SG,Singapore,194,2.42
67.226.222.196,80,443,true,ORD,North America,US,Chicago,527,2.39
43.206.192.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,254,2.09
46.137.140.92,443,443,true,DUB,Europe,IE,Dublin,337,1.72
44.234.65.144,443,443,true,PDX,North America,US,Portland,290,1.70
54.199.222.232,443,443,true,NRT,Asia Pacific,JP,Tokyo,146,1.60
54.216.15.143,443,443,true,DUB,Europe,IE,Dublin,322,1.58
54.183.193.193,80,443,true,SJC,North America,US,San Jose,279,1.55
52.197.230.94,443,443,true,NRT,Asia Pacific,JP,Tokyo,258,1.53
63.33.62.59,443,443,true,DUB,Europe,IE,Dublin,295,1.41
54.76.26.237,443,443,true,DUB,Europe,IE,Dublin,237,1.39
54.248.121.219,443,443,true,NRT,Asia Pacific,JP,Tokyo,338,1.36
44.234.42.2,443,443,true,PDX,North America,US,Portland,266,1.06
52.221.192.183,443,443,true,SIN,Asia Pacific,SG,Singapore,291,1.00
54.74.84.12,443,443,true,DUB,Europe,IE,Dublin,360,0.97
54.216.97.58,443,443,true,DUB,Europe,IE,Dublin,377,0.90
54.75.17.15,443,443,true,DUB,Europe,IE,Dublin,361,0.87
52.221.216.132,443,443,true,SIN,Asia Pacific,SG,Singapore,159,0.85
13.41.202.166,443,443,true,LHR,Europe,GB,London,247,0.74
99.79.7.208,443,443,true,YUL,North America,CA,Montréal,310,0.71
13.40.184.49,443,443,true,LHR,Europe,GB,London,302,0.67
63.177.114.232,443,443,true,FRA,Europe,DE,Frankfurt,318,0.66
44.234.33.202,443,443,true,SEA,North America,US,Seattle,286,0.65
44.244.173.85,443,443,true,PDX,North America,US,Portland,241,0.65
54.216.253.147,443,443,true,DUB,Europe,IE,Dublin,233,0.65
13.41.186.90,443,443,true,LHR,Europe,GB,London,277,0.60
54.216.209.46,443,443,true,DUB,Europe,IE,Dublin,368,0.59
54.79.133.41,443,443,true,SYD,Oceania,AU,Sydney,231,0.58
13.38.131.15,443,443,true,CDG,Europe,FR,Paris,228,0.57
44.227.13.235,443,443,true,PDX,North America,US,Portland,251,0.54
3.99.130.170,443,443,true,YUL,North America,CA,Montréal,250,0.51
99.79.57.185,443,443,true,YUL,North America,CA,Montréal,281,0.50
13.213.1.193,443,443,true,SIN,Asia Pacific,SG,Singapore,214,0.49
63.32.96.64,443,443,true,DUB,Europe,IE,Dublin,242,0.48
3.99.213.56,443,443,true,YUL,North America,CA,Montréal,302,0.47
13.229.104.80,443,443,true,SIN,Asia Pacific,SG,Singapore,240,0.46
54.74.125.37,443,443,true,DUB,Europe,IE,Dublin,300,0.44
13.37.235.173,443,443,true,CDG,Europe,FR,Paris,300,0.43
52.31.116.167,443,443,true,DUB,Europe,IE,Dublin,268,0.43
13.42.32.164,443,443,true,LHR,Europe,GB,London,348,0.42
99.79.63.150,443,443,true,YUL,North America,CA,Montréal,361,0.41
35.94.105.28,443,443,true,SEA,North America,US,Seattle,433,0.39
13.38.5.18,443,443,true,CDG,Europe,FR,Paris,276,0.39
3.96.65.175,443,443,true,YUL,North America,CA,Montréal,293,0.39
44.243.135.98,443,443,true,SEA,North America,US,Seattle,253,0.38
50.112.33.254,443,443,true,SEA,North America,US,Seattle,383,0.38
3.77.32.226,443,443,true,FRA,Europe,DE,Frankfurt,305,0.35
3.98.144.247,443,443,true,YUL,North America,CA,Montréal,258,0.35
3.99.218.98,443,443,true,YUL,North America,CA,Montréal,278,0.34
52.209.71.47,2053,443,true,DUB,Europe,IE,Dublin,245,0.34
99.79.39.252,443,443,true,YUL,North America,CA,Montréal,353,0.32
44.244.7.65,443,443,true,SEA,North America,US,Seattle,264,0.32
52.209.231.16,443,443,true,DUB,Europe,IE,Dublin,227,0.31
44.245.208.42,443,443,true,PDX,North America,US,Portland,362,0.31
13.51.8.177,8080,443,true,ARN,Europe,SE,Stockholm,181,0.31
35.94.82.163,443,443,true,SEA,North America,US,Seattle,222,0.31
44.234.8.59,443,443,true,SEA,North America,US,Seattle,274,0.30
3.77.42.5,443,443,true,FRA,Europe,DE,Frankfurt,313,0.30
35.94.5.116,443,443,true,PDX,North America,US,Portland,434,0.30
44.243.61.81,443,443,true,PDX,North America,US,Portland,361,0.29
100.20.122.236,443,443,true,PDX,North America,US,Portland,326,0.29
35.94.104.12,443,443,true,SEA,North America,US,Seattle,410,0.29
99.79.39.105,443,443,true,YUL,North America,CA,Montréal,319,0.28
44.242.255.43,443,443,true,PDX,North America,US,Portland,359,0.28
44.242.162.178,443,443,true,SEA,North America,US,Seattle,240,0.27
44.234.86.200,443,443,true,PDX,North America,US,Portland,292,0.26
44.234.114.2,443,443,true,PDX,North America,US,Portland,333,0.26
44.243.133.4,443,443,true,SEA,North America,US,Seattle,301,0.25
54.190.82.180,443,443,true,PDX,North America,US,Portland,304,0.25
35.94.99.81,443,443,true,PDX,North America,US,Portland,401,0.24
51.44.177.131,443,443,true,CDG,Europe,FR,Paris,236,0.23
3.99.247.188,443,443,true,YUL,North America,CA,Montréal,263,0.21
3.96.67.152,443,443,true,YUL,North America,CA,Montréal,376,0.21
44.243.134.130,443,443,true,SEA,North America,US,Seattle,222,0.21
13.250.2.86,443,443,true,SIN,Asia Pacific,SG,Singapore,276,0.20
13.42.59.28,443,443,true,LHR,Europe,GB,London,271,0.20
44.234.89.42,443,443,true,PDX,North America,US,Portland,243,0.18
99.79.39.17,443,443,true,YUL,North America,CA,Montréal,318,0.18
13.42.21.174,443,443,true,LHR,Europe,GB,London,318,0.18
51.44.175.199,443,443,true,CDG,Europe,FR,Paris,200,0.18
13.41.163.136,443,443,true,LHR,Europe,GB,London,252,0.18
54.78.52.97,443,443,true,DUB,Europe,IE,Dublin,222,0.18
13.36.236.69,443,443,true,CDG,Europe,FR,Paris,347,0.18
13.40.108.142,443,443,true,LHR,Europe,GB,London,168,0.18
52.47.188.46,443,443,true,CDG,Europe,FR,Paris,315,0.17
13.37.255.157,443,443,true,CDG,Europe,FR,Paris,222,0.16
63.177.75.15,443,443,true,FRA,Europe,DE,Frankfurt,356,0.16
52.14.132.72,443,443,true,IAD,North America,US,Ashburn,344,0.15
3.8.202.194,443,443,true,LHR,Europe,GB,London,250,0.15
3.76.154.119,443,443,true,FRA,Europe,DE,Frankfurt,193,0.14
3.96.46.108,443,443,true,YUL,North America,CA,Montréal,275,0.14
3.96.56.0,443,443,true,YUL,North America,CA,Montréal,276,0.13
13.250.111.96,443,443,true,SIN,Asia Pacific,SG,Singapore,300,0.13
13.40.184.147,443,443,true,LHR,Europe,GB,London,381,0.13
54.70.220.193,443,443,true,SEA,North America,US,Seattle,261,0.12
99.79.73.50,443,443,true,YUL,North America,CA,Montréal,399,0.12
50.112.166.63,443,443,true,PDX,North America,US,Portland,320,0.11
